student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
1376,13.5,83.6,5.3,66.2,C
1377,10.3,95.6,6.7,85.9,A
1378,22.3,78.0,5.2,95.6,A
1379,10.8,89.4,5.5,76.8,B
1380,27.8,89.7,4.4,100.0,A
1381,19.7,87.9,5.1,94.4,A
1382,11.6,91.0,7.0,98.7,A
1383,30.1,72.7,7.0,100.0,A
1384,10.8,64.0,4.9,61.6,C
1385,20.2,91.0,4.9,100.0,A
1386,17.1,87.8,5.5,94.1,A
1387,24.1,71.3,3.9,100.0,A
1388,25.9,88.4,8.8,100.0,A
1389,15.2,85.9,4.5,82.9,B
1390,9.7,83.7,5.4,63.3,C
1391,18.2,84.6,5.2,93.0,A
1392,10.3,83.2,10.0,68.4,C
1393,29.1,75.4,1.4,100.0,A
1394,16.0,79.7,7.7,100.0,A
1395,12.4,83.4,4.1,63.5,C
1396,16.3,100.0,7.0,91.8,A
1397,5.6,99.2,7.9,53.1,D
1398,8.2,99.3,7.0,53.4,D
1399,23.4,88.8,0.6,95.6,A
1400,10.4,96.5,3.6,80.9,B
1401,7.7,56.1,4.6,56.7,C
1402,18.8,76.8,8.7,87.5,A
1403,23.3,84.2,7.8,100.0,A
1404,20.0,90.9,5.5,100.0,A
1405,22.0,84.2,6.0,100.0,A
1406,9.7,64.4,4.8,52.9,D
1407,5.0,96.4,3.6,67.4,C
1408,25.5,74.8,5.6,100.0,A
1409,12.7,84.8,5.8,76.7,B
1410,13.2,87.9,2.8,60.9,C
1411,24.3,91.8,9.8,100.0,A
1412,18.9,88.8,5.7,99.5,A
1413,18.2,82.0,3.5,100.0,A
1414,30.2,76.2,7.1,100.0,A
1415,10.5,89.7,7.0,76.2,B
1416,21.5,81.2,7.3,100.0,A
1417,15.4,86.5,4.8,89.4,A
1418,16.9,67.8,8.0,90.4,A
1419,25.7,89.7,7.2,100.0,A
1420,18.6,81.2,5.6,91.9,A
1421,18.8,74.1,4.9,100.0,A
1422,22.5,90.8,4.1,100.0,A
1423,12.4,79.7,7.7,74.9,B
1424,9.1,78.7,9.7,46.7,D
1425,7.7,72.6,7.6,66.0,C
1426,1.2,90.6,8.1,50.3,D
1427,29.4,93.1,7.5,100.0,A
1428,7.3,76.8,4.9,55.8,C
1429,13.5,90.5,4.0,84.8,B
1430,13.1,69.1,8.6,88.4,A
1431,17.2,83.6,3.9,96.4,A
1432,20.7,79.2,7.8,100.0,A
1433,21.0,78.9,9.1,94.8,A
1434,10.9,97.9,5.1,77.5,B
1435,13.8,90.3,4.5,79.2,B
1436,17.0,76.4,4.3,93.1,A
1437,13.3,83.3,7.7,100.0,A
1438,26.3,91.1,4.1,100.0,A
1439,18.4,91.5,2.1,70.5,B
1440,20.1,81.6,5.4,95.8,A
1441,19.6,87.7,7.2,97.0,A
1442,23.2,89.9,1.7,100.0,A
1443,16.3,70.5,8.4,88.2,A
1444,5.9,79.7,7.5,80.6,B
1445,17.8,90.4,3.7,93.0,A
1446,10.4,68.1,6.8,50.3,D
1447,11.3,92.5,5.0,84.8,B
1448,19.1,81.6,6.7,100.0,A
1449,23.7,82.8,4.6,92.5,A
1450,15.1,79.0,6.1,86.2,A
1451,17.2,74.2,5.6,84.5,B
1452,26.9,92.5,5.2,93.9,A
1453,16.7,69.9,8.3,88.9,A
1454,33.2,70.7,4.5,100.0,A
1455,19.0,79.9,7.7,100.0,A
1456,2.7,85.9,6.0,44.8,D
1457,20.3,93.5,4.9,100.0,A
1458,17.7,84.8,8.6,92.2,A
1459,24.0,83.5,3.3,100.0,A
1460,19.7,78.6,2.2,100.0,A
1461,14.0,86.1,6.1,93.4,A
1462,6.4,73.6,5.1,66.5,C
1463,13.5,73.8,4.0,83.1,B
1464,9.0,78.0,4.5,66.8,C
1465,10.9,92.4,3.1,89.2,A
1466,19.1,79.3,8.5,94.0,A
1467,26.7,75.8,7.2,100.0,A
1468,17.8,93.2,5.7,90.5,A
1469,6.6,100.0,6.0,63.5,C
1470,18.1,81.3,4.5,93.4,A
1471,23.4,84.8,6.0,87.3,A
1472,10.7,76.6,10.0,89.9,A
1473,14.1,88.1,3.2,86.6,A
1474,15.1,71.9,6.4,88.0,A
1475,9.5,93.9,2.2,63.3,C
1476,19.5,80.8,6.6,98.9,A
1477,14.2,81.4,4.0,87.0,A
1478,17.9,79.7,2.8,78.6,B
1479,8.8,87.3,8.3,78.2,B
1480,11.9,84.9,2.4,84.0,B
1481,20.1,100.0,7.0,88.7,A
1482,12.4,91.1,9.1,92.6,A
1483,27.1,68.4,2.6,100.0,A
1484,12.2,77.8,4.4,79.3,B
1485,16.6,87.7,4.5,92.6,A
1486,21.5,100.0,4.9,100.0,A
1487,5.1,75.6,7.8,54.4,D
1488,2.7,99.9,6.9,56.1,C
1489,4.3,73.1,6.8,54.7,D
1490,23.8,89.7,4.4,100.0,A
1491,11.1,91.4,6.3,100.0,A
1492,32.9,91.6,4.8,100.0,A
1493,11.1,96.0,3.1,78.5,B
1494,16.3,86.0,4.3,75.6,B
1495,25.8,89.2,5.4,100.0,A
1496,29.0,85.5,4.5,100.0,A
1497,29.4,81.1,7.7,100.0,A
1498,23.5,96.0,1.5,100.0,A
1499,22.2,74.0,5.7,100.0,A
1500,19.1,84.3,4.1,95.2,A
1501,20.4,80.5,5.6,100.0,A
1502,11.1,81.1,6.4,80.1,B
1503,9.3,70.3,8.5,77.7,B
1504,15.0,74.3,3.5,98.3,A
1505,13.8,79.8,3.0,73.8,B
1506,11.8,86.8,5.5,50.6,D
1507,19.9,78.5,5.5,100.0,A
1508,21.7,83.3,6.5,100.0,A
1509,15.6,80.6,5.7,100.0,A
1510,25.3,86.2,4.8,100.0,A
1511,7.0,78.2,7.2,58.1,C
1512,13.6,86.6,4.1,75.6,B
1513,10.0,79.7,3.0,67.7,C
1514,1.9,98.3,5.3,70.1,B
1515,14.4,94.3,7.7,98.3,A
1516,14.1,82.2,4.4,85.3,A
1517,25.6,96.1,3.1,93.4,A
1518,19.4,73.1,6.2,92.2,A
1519,7.8,91.0,9.2,77.8,B
1520,28.0,87.5,7.9,100.0,A
1521,23.5,76.3,5.0,100.0,A
1522,19.1,89.2,2.1,98.6,A
1523,13.4,87.3,8.2,96.9,A
1524,8.3,100.0,5.7,75.4,B
1525,12.4,96.5,9.1,81.8,B
1526,22.6,83.2,1.4,100.0,A
1527,28.2,99.1,5.5,100.0,A
1528,25.8,70.0,9.7,100.0,A
1529,11.6,86.2,3.1,76.9,B
1530,7.2,74.6,7.4,62.9,C
1531,16.0,100.0,3.9,94.0,A
1532,2.6,100.0,4.5,49.2,D
1533,17.3,81.9,6.0,89.7,A
1534,14.0,82.8,8.0,91.8,A
1535,11.7,81.3,4.4,89.8,A
1536,3.8,88.5,6.6,55.6,C
1537,18.6,72.4,9.5,98.7,A
1538,11.3,94.1,6.6,79.7,B
1539,6.8,80.0,7.0,55.9,C
1540,0.0,96.5,6.2,34.7,F
1541,14.8,73.9,1.6,100.0,A
1542,27.4,73.9,5.5,100.0,A
1543,26.6,96.1,6.9,100.0,A
1544,11.8,98.8,10.0,91.8,A
1545,10.8,80.2,5.3,89.2,A
1546,18.3,82.7,4.6,97.3,A
1547,8.0,83.5,6.6,68.9,C
1548,17.1,93.2,10.0,90.9,A
1549,20.4,84.9,4.2,96.1,A
1550,23.6,76.9,9.0,100.0,A
1551,14.3,87.3,6.4,79.0,B
1552,13.6,98.4,2.6,87.7,A
1553,8.9,93.2,9.2,64.1,C
1554,9.2,92.9,7.8,74.7,B
1555,13.4,83.3,6.4,95.3,A
1556,17.6,66.4,3.4,93.4,A
1557,21.4,98.4,7.5,100.0,A
1558,9.4,83.4,3.0,77.8,B
1559,25.4,92.3,2.1,100.0,A
1560,13.1,58.2,5.9,92.5,A
1561,14.9,90.7,2.2,72.3,B
1562,9.8,96.7,2.8,65.0,C
1563,0.0,81.6,7.2,46.6,D
1564,21.2,79.2,9.2,100.0,A
1565,20.2,91.1,7.2,99.2,A
1566,13.0,80.9,4.6,70.4,B
1567,15.5,70.1,4.8,89.6,A
1568,18.6,93.0,5.3,93.0,A
1569,4.1,96.1,4.0,63.4,C
1570,11.3,96.4,5.2,93.2,A
1571,20.6,93.5,8.0,95.4,A
1572,6.2,86.6,4.2,78.6,B
1573,17.1,83.2,3.8,88.8,A
1574,5.5,91.4,1.6,63.2,C
1575,18.3,98.6,8.0,88.9,A
1576,14.8,74.3,5.7,95.4,A
1577,3.7,77.0,6.5,48.8,D
1578,23.2,80.2,6.2,90.8,A
1579,9.9,88.3,4.2,76.3,B
1580,9.3,84.5,6.7,77.2,B
1581,16.4,94.6,8.1,94.9,A
1582,23.0,88.6,5.2,77.5,B
1583,7.9,69.6,6.5,78.6,B
1584,15.4,66.3,8.6,95.8,A
1585,18.0,91.5,3.4,100.0,A
1586,19.9,100.0,6.1,93.5,A
1587,16.2,76.4,4.1,84.5,B
1588,12.4,90.8,8.7,82.6,B
1589,9.2,84.7,3.1,71.5,B
1590,15.6,100.0,2.8,93.1,A
1591,7.5,86.0,6.3,80.2,B
1592,0.0,84.6,8.2,66.0,C
1593,18.1,93.5,5.2,100.0,A
1594,21.3,94.0,8.8,100.0,A
1595,0.0,90.0,7.4,57.5,C
1596,7.9,98.5,3.6,49.0,D
1597,19.3,93.8,6.2,87.5,A
1598,29.4,100.0,6.2,100.0,A
1599,15.1,71.5,6.6,100.0,A
1600,9.9,74.8,8.6,66.3,C
1601,13.7,86.5,7.6,63.6,C
1602,24.6,72.5,7.5,100.0,A
1603,10.5,82.5,5.0,79.8,B
1604,9.4,79.1,5.6,80.7,B
1605,11.6,88.6,6.0,79.8,B
1606,8.3,78.8,6.1,50.1,D
1607,15.9,78.5,6.5,78.4,B
1608,26.4,84.8,8.6,100.0,A
1609,17.3,86.7,6.0,96.1,A
1610,13.2,63.8,9.8,74.0,B
1611,13.0,92.8,6.7,84.9,B
1612,4.1,85.3,8.9,75.9,B
1613,21.2,91.2,4.9,100.0,A
1614,14.5,90.2,9.1,98.6,A
1615,13.7,70.3,6.1,70.2,B
1616,37.4,81.5,0.0,100.0,A
1617,17.1,84.6,3.6,92.4,A
1618,9.7,83.4,7.2,87.9,A
1619,12.0,75.3,2.6,64.3,C
1620,23.0,74.3,5.0,100.0,A
1621,15.8,86.2,8.4,98.7,A
1622,4.9,100.0,10.0,80.3,B
1623,21.4,75.7,7.8,100.0,A
1624,10.3,88.6,3.7,82.4,B
1625,28.1,100.0,3.4,100.0,A
1626,22.6,86.2,6.7,87.9,A
1627,11.9,100.0,5.0,78.0,B
1628,24.0,100.0,3.4,100.0,A
1629,15.5,100.0,7.7,84.2,B
1630,21.0,91.9,5.4,93.6,A
1631,18.4,100.0,6.4,95.8,A
1632,9.1,91.1,6.0,87.0,A
1633,10.5,98.7,5.2,63.9,C
1634,22.2,81.1,8.1,93.1,A
1635,12.7,96.3,5.9,89.8,A
1636,12.2,89.5,6.2,96.2,A
1637,8.3,78.8,6.1,62.8,C
1638,18.0,76.3,5.7,95.4,A
1639,29.4,89.0,9.0,100.0,A
1640,7.5,97.4,7.9,74.1,B
1641,15.2,87.7,5.7,100.0,A
1642,24.9,100.0,7.4,100.0,A
1643,14.4,81.6,6.5,81.9,B
1644,18.2,79.3,4.4,100.0,A
1645,7.6,74.7,7.1,78.2,B
1646,18.0,92.4,3.6,73.4,B
1647,13.7,93.3,5.3,78.0,B
1648,21.9,89.4,10.0,100.0,A
1649,23.3,95.7,5.3,100.0,A
1650,33.1,83.8,7.0,100.0,A
1651,19.1,85.9,5.6,100.0,A
1652,17.3,96.9,2.9,100.0,A
1653,16.4,86.6,4.3,85.8,A
1654,12.5,83.6,3.9,98.1,A
1655,17.4,72.5,5.8,96.9,A
1656,12.9,81.0,2.5,84.3,B
1657,16.2,81.5,4.2,100.0,A
1658,24.2,76.0,7.7,99.8,A
1659,8.0,93.1,7.1,69.8,C
1660,23.0,70.4,5.5,100.0,A
1661,24.2,95.8,5.6,100.0,A
1662,14.2,77.0,6.5,82.6,B
1663,0.1,91.9,7.6,62.6,C
1664,10.7,80.2,2.5,85.9,A
1665,24.1,100.0,7.1,100.0,A
1666,14.8,97.9,2.2,85.6,A
1667,8.0,87.4,4.5,82.8,B
1668,11.5,100.0,7.2,53.6,D
1669,20.9,94.1,1.4,100.0,A
1670,18.8,92.9,5.4,89.9,A
1671,13.3,98.6,5.2,98.3,A
1672,12.4,54.1,6.8,83.9,B
1673,12.3,90.9,4.6,71.7,B
1674,8.5,88.7,4.2,61.4,C
1675,26.3,97.3,2.1,100.0,A
1676,12.7,77.8,6.4,95.8,A
1677,23.5,86.6,7.7,100.0,A
1678,25.6,90.8,9.2,100.0,A
1679,22.0,68.6,8.3,100.0,A
1680,12.0,90.8,4.6,85.4,A
1681,17.8,70.8,5.6,99.5,A
1682,14.8,100.0,5.8,100.0,A
1683,8.7,85.8,6.8,50.4,D
1684,17.3,69.7,8.2,95.4,A
1685,6.7,86.2,7.1,73.6,B
1686,23.3,90.6,4.1,100.0,A
1687,11.7,90.7,5.3,85.8,A
1688,16.4,83.4,5.1,85.3,A
1689,17.0,64.4,8.5,97.8,A
1690,13.2,73.0,6.7,77.4,B
1691,19.1,89.7,10.0,81.3,B
1692,11.7,84.4,5.1,72.3,B
1693,21.1,75.8,4.3,83.8,B
1694,5.6,80.4,7.4,74.8,B
1695,15.9,84.2,5.6,100.0,A
1696,28.6,80.6,7.1,100.0,A
1697,8.0,60.6,4.7,60.5,C
1698,10.3,71.1,8.9,78.6,B
1699,18.6,79.3,2.9,98.8,A
1700,16.3,85.5,4.6,100.0,A
1701,17.5,78.7,5.8,100.0,A
1702,18.4,87.0,4.8,100.0,A
1703,19.4,93.9,5.2,100.0,A
1704,22.8,100.0,8.5,96.8,A
1705,17.9,78.2,4.7,95.4,A
1706,13.3,100.0,4.4,75.8,B
1707,19.7,77.3,4.0,100.0,A
1708,28.3,90.9,6.0,100.0,A
1709,14.1,90.5,6.9,76.3,B
1710,8.2,85.4,8.7,63.1,C
1711,22.7,75.3,6.3,100.0,A
1712,14.2,78.3,6.7,79.8,B
1713,0.0,96.4,6.8,53.8,D
1714,20.9,95.2,3.0,100.0,A
1715,11.3,81.3,5.6,85.2,A
1716,14.4,75.6,5.6,87.0,A
1717,17.3,85.7,8.3,91.0,A
1718,16.3,94.2,4.6,89.7,A
1719,20.0,67.3,7.6,99.4,A
1720,12.0,91.6,4.6,87.3,A
1721,18.6,83.2,7.7,97.1,A
1722,13.2,100.0,6.4,87.7,A
1723,20.2,75.4,5.6,100.0,A
1724,19.3,79.0,5.8,100.0,A
1725,8.5,87.3,5.3,86.8,A
1726,22.6,84.8,7.3,98.3,A
1727,11.2,87.5,8.2,91.0,A
1728,20.7,94.1,6.2,99.9,A
1729,17.6,90.8,7.2,92.6,A
1730,27.9,76.9,4.1,100.0,A
1731,13.4,79.5,8.6,87.7,A
1732,12.6,92.8,4.8,82.4,B
1733,14.9,83.5,7.1,92.5,A
1734,12.9,91.3,5.6,90.2,A
1735,20.6,70.8,4.9,96.1,A
1736,3.7,79.8,4.7,57.1,C
1737,7.6,100.0,4.4,65.2,C
1738,7.5,76.5,4.8,74.1,B
1739,21.7,75.5,6.3,100.0,A
1740,27.0,82.3,4.8,100.0,A
1741,14.3,87.6,2.7,94.7,A
1742,13.8,88.2,9.7,68.8,C
1743,15.5,92.9,6.7,83.1,B
1744,23.1,72.5,8.3,96.1,A
1745,8.5,73.4,3.6,63.0,C
1746,16.7,75.5,6.6,91.6,A
1747,21.8,91.5,6.5,100.0,A
1748,18.5,77.0,7.3,87.0,A
1749,16.3,95.0,6.5,91.5,A
1750,22.0,67.2,9.4,99.2,A
1751,0.0,89.0,6.1,60.7,C
1752,19.7,84.5,6.8,100.0,A
1753,10.4,98.1,6.5,87.8,A
1754,2.2,95.2,5.0,52.6,D
1755,18.6,89.1,5.0,81.3,B
1756,24.6,100.0,7.1,100.0,A
1757,14.0,86.1,4.9,100.0,A
1758,21.7,95.7,7.7,97.4,A
1759,26.3,82.3,5.9,100.0,A
1760,24.2,91.9,6.3,100.0,A
1761,26.5,74.2,4.7,100.0,A
1762,20.2,80.6,5.0,100.0,A
1763,15.5,82.4,9.2,97.8,A
1764,3.8,74.1,8.9,49.3,D
1765,13.3,73.5,4.0,93.1,A
1766,9.1,75.5,5.4,44.6,D
1767,30.2,82.7,8.6,100.0,A
1768,13.8,100.0,5.3,96.9,A
1769,15.9,88.6,0.0,100.0,A
1770,18.9,93.9,3.4,100.0,A
1771,15.3,84.0,5.7,89.0,A
1772,26.9,98.0,5.2,100.0,A
1773,10.6,93.7,7.3,73.5,B
1774,16.4,76.6,3.9,76.9,B
1775,9.8,86.9,9.6,65.5,C
1776,5.8,79.0,8.5,58.8,C
1777,10.7,95.6,8.2,80.2,B
1778,14.7,77.1,6.9,84.3,B
1779,12.0,90.2,7.3,64.5,C
1780,10.2,88.0,8.9,66.3,C
1781,5.2,91.5,4.6,56.0,C
1782,14.4,90.9,4.6,79.5,B
1783,4.5,100.0,5.7,40.7,D
1784,20.3,85.2,6.2,73.2,B
1785,15.6,79.0,6.6,83.1,B
1786,4.8,81.4,7.1,63.0,C
1787,12.8,79.9,6.0,82.9,B
1788,9.7,72.4,7.9,76.4,B
1789,17.2,88.7,6.6,98.8,A
1790,24.4,70.3,4.8,100.0,A
1791,1.9,95.8,4.3,65.2,C
1792,15.8,87.0,6.5,71.0,B
1793,13.9,84.6,4.6,92.8,A
1794,19.7,93.1,5.9,100.0,A
1795,16.5,67.3,9.8,97.8,A
1796,9.7,74.4,6.2,53.1,D
1797,12.8,77.3,4.3,83.7,B
1798,9.4,72.9,3.8,79.4,B
1799,22.5,98.7,8.7,94.7,A
1800,15.1,88.1,6.1,90.5,A
1801,28.3,81.9,8.6,100.0,A
1802,14.6,80.0,4.5,88.4,A
1803,10.0,100.0,5.8,61.9,C
1804,4.4,78.7,9.5,61.3,C
1805,2.4,84.3,7.8,60.9,C
1806,3.9,86.4,10.0,57.8,C
1807,16.9,74.5,3.9,99.1,A
1808,18.6,84.5,2.0,93.9,A
1809,3.9,79.3,5.4,65.6,C
1810,21.3,89.9,5.8,95.5,A
1811,11.6,98.8,8.6,78.7,B
1812,16.0,86.7,3.3,100.0,A
1813,26.3,81.8,8.2,100.0,A
1814,21.3,84.6,6.0,100.0,A
1815,13.1,85.4,5.7,96.6,A
1816,8.8,100.0,7.3,76.9,B
1817,0.0,81.5,5.6,36.6,F
1818,10.0,96.0,7.8,87.1,A
1819,13.5,78.5,8.3,89.1,A
1820,8.1,79.3,5.4,77.6,B
1821,14.1,86.8,8.2,88.1,A
1822,15.5,80.9,5.4,86.5,A
1823,13.4,100.0,6.0,91.3,A
1824,10.4,87.7,6.0,74.6,B
1825,16.2,83.0,6.7,85.4,A
1826,18.1,74.5,0.4,100.0,A
1827,7.4,90.6,2.9,85.7,A
1828,24.9,74.3,7.6,100.0,A
1829,14.3,86.8,5.9,81.4,B
1830,15.1,78.4,2.7,86.3,A
1831,20.0,82.1,8.4,88.7,A
1832,16.6,71.8,6.2,88.8,A
1833,21.7,79.6,8.7,99.2,A
1834,17.0,83.6,4.3,100.0,A
1835,10.7,79.5,2.9,90.3,A
1836,17.5,74.1,5.7,100.0,A
1837,7.0,87.2,5.6,62.5,C
1838,15.8,90.9,3.8,100.0,A
1839,14.8,85.1,4.9,72.7,B
1840,13.5,83.9,7.5,77.2,B
1841,14.1,93.0,10.0,87.2,A
1842,1.8,100.0,1.5,55.9,C
1843,11.2,77.5,6.3,77.5,B
1844,15.6,80.8,6.6,96.1,A
1845,16.1,73.7,6.1,94.3,A
1846,7.8,80.9,5.6,71.7,B
1847,23.9,86.4,3.7,100.0,A
1848,8.9,74.5,9.1,74.1,B
1849,21.8,86.8,3.4,100.0,A
1850,18.0,79.1,2.4,100.0,A
1851,10.5,67.7,8.2,79.0,B
1852,27.4,96.8,5.6,100.0,A
1853,6.6,82.3,6.5,63.0,C
1854,21.4,80.9,6.3,100.0,A
1855,22.0,80.1,7.1,100.0,A
1856,10.3,81.4,8.1,73.4,B
1857,24.7,80.7,1.2,100.0,A
1858,13.2,88.4,3.4,99.1,A
1859,17.0,82.5,6.2,98.7,A
1860,16.8,77.7,9.3,98.0,A
1861,14.1,87.7,8.9,89.4,A
1862,20.7,80.2,5.7,100.0,A
1863,20.6,95.9,6.9,100.0,A
1864,2.8,100.0,6.2,71.7,B
1865,24.1,88.3,4.5,100.0,A
1866,3.4,62.3,9.0,79.5,B
1867,22.2,100.0,6.1,96.4,A
1868,22.9,99.8,4.7,100.0,A
1869,7.4,93.1,5.7,75.0,B
1870,12.1,91.6,5.7,100.0,A
1871,7.3,84.6,5.5,66.4,C
1872,13.5,83.4,8.8,73.8,B
1873,12.8,96.2,8.4,77.0,B
1874,20.5,89.0,8.2,100.0,A
1875,24.2,89.7,7.7,100.0,A
1876,24.8,73.7,3.3,100.0,A
1877,11.1,91.9,7.2,71.7,B
1878,13.5,82.3,5.3,78.5,B
1879,3.2,87.9,4.6,89.1,A
1880,9.4,85.2,7.4,71.6,B
1881,21.8,83.8,3.0,96.4,A
1882,26.3,73.9,6.4,100.0,A
1883,6.4,82.7,5.2,63.2,C
1884,10.9,97.3,6.8,57.2,C
1885,14.8,87.0,5.6,88.0,A
1886,17.0,92.7,7.7,90.5,A
1887,9.3,93.5,7.1,74.3,B
1888,18.0,82.5,5.7,86.1,A
1889,11.7,66.2,4.8,86.1,A
1890,14.9,90.9,6.8,88.6,A
1891,18.8,84.2,6.9,89.0,A
1892,15.0,80.8,4.2,100.0,A
1893,11.9,96.8,6.7,67.3,C
1894,14.2,80.2,5.4,79.2,B
1895,14.4,91.6,7.8,97.2,A
1896,12.4,80.8,3.3,82.9,B
1897,13.2,91.3,5.6,69.6,C
1898,26.2,89.7,6.9,100.0,A
1899,18.9,87.0,4.1,100.0,A
1900,12.9,84.7,7.7,81.9,B
1901,19.9,84.6,8.0,100.0,A
1902,12.7,100.0,5.9,95.5,A
1903,23.2,80.7,6.0,97.5,A
1904,17.6,63.4,5.4,77.8,B
1905,14.2,77.6,7.7,99.0,A
1906,18.1,72.0,9.7,87.4,A
1907,4.0,94.2,3.1,59.3,C
1908,7.1,88.8,6.8,86.8,A
1909,6.6,86.7,5.0,63.8,C
1910,16.0,90.4,5.7,100.0,A
1911,27.1,96.5,7.2,100.0,A
1912,30.6,81.1,3.2,100.0,A
1913,19.5,78.9,7.2,100.0,A
1914,18.5,77.0,8.4,100.0,A
1915,2.4,100.0,6.1,42.2,D
1916,11.2,88.2,5.0,84.9,B
1917,9.5,83.7,2.3,66.0,C
1918,10.7,92.3,6.2,63.8,C
1919,13.8,64.7,6.8,76.1,B
1920,11.7,82.7,5.5,84.8,B
1921,1.1,100.0,4.9,62.5,C
1922,20.2,89.9,2.5,88.8,A
1923,7.5,81.2,5.5,88.8,A
1924,16.7,68.4,5.3,73.8,B
1925,29.5,91.7,5.5,100.0,A
1926,8.6,83.0,4.0,82.4,B
1927,0.0,73.1,4.8,59.2,C
1928,13.0,70.0,5.1,76.7,B
1929,22.7,84.0,7.4,99.5,A
1930,28.7,68.5,5.4,100.0,A
1931,6.4,70.8,7.2,69.9,C
1932,18.5,84.0,5.3,93.4,A
1933,11.7,87.0,5.0,60.1,C
1934,14.3,67.8,4.8,76.4,B
1935,33.5,74.4,9.6,100.0,A
1936,4.5,88.7,1.8,74.1,B
1937,16.8,79.4,5.9,100.0,A
1938,18.3,97.2,4.3,94.8,A
1939,22.6,65.9,3.3,100.0,A
1940,15.7,87.4,5.0,92.9,A
1941,17.2,72.0,10.0,100.0,A
1942,12.3,94.9,5.4,71.0,B
1943,16.9,87.4,6.3,98.6,A
1944,12.6,77.0,5.3,67.5,C
1945,19.4,93.2,5.9,84.3,B
1946,12.4,100.0,5.2,66.4,C
1947,17.6,83.9,6.9,92.2,A
1948,14.8,93.7,8.6,95.7,A
1949,22.9,73.5,3.4,100.0,A
1950,14.6,95.7,6.9,68.6,C
1951,2.6,89.9,6.5,54.9,D
1952,23.8,78.1,4.5,100.0,A
1953,8.7,77.7,10.0,62.9,C
1954,10.4,80.2,6.2,66.3,C
1955,10.8,95.8,8.1,73.0,B
1956,24.6,85.6,8.9,100.0,A
1957,0.1,90.4,9.1,54.9,D
1958,37.0,86.8,7.5,100.0,A
1959,22.4,96.4,5.6,100.0,A
1960,16.6,100.0,8.7,87.5,A
1961,14.6,75.1,3.4,75.6,B
1962,17.0,94.9,6.9,92.9,A
1963,18.6,79.0,7.4,76.0,B
1964,19.5,92.4,6.9,100.0,A
1965,18.9,71.9,6.0,87.2,A
1966,15.6,76.6,7.9,95.9,A
1967,13.6,98.4,6.8,80.0,B
1968,13.9,89.1,7.7,70.0,B
1969,13.6,90.2,3.4,93.3,A
1970,22.9,84.4,5.1,100.0,A
1971,19.2,82.5,7.2,100.0,A
1972,0.0,93.4,5.0,51.4,D
1973,19.6,88.1,3.7,94.5,A
1974,16.4,86.5,5.2,97.2,A
1975,14.9,77.7,6.0,81.7,B
1976,12.3,79.7,5.3,62.5,C
1977,22.9,71.4,4.0,100.0,A
1978,21.6,81.0,6.1,90.0,A
1979,9.6,100.0,7.6,67.5,C
1980,17.8,85.7,7.5,100.0,A
1981,8.2,100.0,2.4,45.7,D
1982,5.3,86.4,6.0,44.4,D
1983,10.6,96.3,4.6,71.0,B
1984,21.0,69.1,5.1,100.0,A
1985,21.7,75.6,9.5,100.0,A
1986,18.6,91.9,5.7,100.0,A
1987,20.1,86.5,6.9,100.0,A
1988,18.6,100.0,4.3,100.0,A
1989,10.5,87.7,8.4,71.4,B
1990,18.0,83.0,6.4,90.6,A
1991,20.6,83.5,6.9,99.1,A
1992,20.3,91.6,4.4,100.0,A
1993,23.3,83.1,7.9,100.0,A
1994,20.0,74.2,9.1,100.0,A
1995,17.5,87.7,4.5,100.0,A
1996,22.5,81.5,6.2,100.0,A
1997,14.8,98.0,8.8,75.0,B
1998,8.8,92.5,4.7,51.5,D
1999,13.9,90.2,6.1,85.6,A
2000,9.8,89.0,9.1,83.9,B
2001,10.3,88.1,8.6,59.8,C
2002,14.0,81.4,6.5,93.9,A
2003,9.5,100.0,4.7,64.3,C
2004,12.8,86.5,3.3,81.4,B
2005,1.7,93.0,6.6,51.2,D
2006,16.5,100.0,4.9,72.4,B
2007,15.0,87.6,3.4,76.2,B
2008,9.3,79.6,8.5,65.8,C
2009,19.6,100.0,3.9,99.1,A
2010,21.6,89.4,4.7,100.0,A
2011,3.7,91.4,6.2,45.1,D
2012,9.7,95.4,4.2,78.9,B
2013,9.6,94.2,7.7,62.5,C
2014,8.4,100.0,5.1,53.7,D
2015,20.8,75.3,3.2,85.9,A
2016,13.6,77.6,6.5,79.8,B
2017,13.1,86.0,6.2,81.4,B
2018,1.0,100.0,6.5,45.4,D
2019,19.4,86.2,7.2,100.0,A
2020,6.3,82.7,7.3,61.9,C
2021,15.4,90.4,3.4,84.1,B
2022,16.9,81.1,7.9,93.6,A
2023,24.5,78.9,4.1,100.0,A
2024,5.8,70.2,2.0,66.4,C
2025,0.0,100.0,8.6,52.5,D
2026,16.3,65.4,6.7,94.0,A
2027,27.6,87.9,1.8,100.0,A
2028,23.7,93.6,4.8,100.0,A
2029,16.5,88.6,4.5,98.1,A
2030,11.6,85.1,4.9,61.1,C
2031,20.6,70.2,0.0,100.0,A
2032,8.2,72.7,5.1,58.0,C
2033,18.3,83.9,5.3,98.9,A
2034,18.5,68.3,7.9,72.8,B
2035,22.4,65.6,4.9,91.3,A
2036,34.3,81.6,4.2,100.0,A
2037,17.7,77.9,7.4,90.1,A
2038,11.4,82.7,6.7,74.4,B
2039,14.8,67.7,7.0,91.2,A
2040,2.6,62.5,4.3,67.3,C
